target_id	length	eff_length	est_counts	tpm
YIL104C	1524	1497	1504	12.8356
YIL103W	1278	1251	1959	20.0063
YIL102C-A	228	201	144	9.15285
YIL102C	306	279	0	0
YIL101C	1944	1917	212	1.41287
YIL100C-A	339	312	0	0
YIL100W	354	327	2	0.0781398
YIL099W	1650	1623	14	0.110204
YIL098C	468	441	610	17.6718
YIL097W	1551	1524	327	2.74127
YIL096C	1011	984	760	9.86753
YIL095W	2433	2406	956	5.07636
YIL094C	1116	1089	11495	134.856
YIL093C	795	768	1430	23.7884
YIL092W	1902	1875	252	1.71707
YIL091C	2166	2139	3203	19.1309
YIL090W	1476	1449	1238	10.9155
YIL089W	618	591	103	2.22659
YIL088C	1473	1446	2555	22.5742
YIL087C	474	447	746	21.3217
YIL086C	309	282	2	0.0906089
YIL085C	1554	1527	1292	10.8097
YIL084C	984	957	809	10.8001
YIL083C	1098	1071	2461	29.357
YIL082W	873	846	106.738	1.6119
YIL082W-A	4497	4470	86.6483	0.247652
YIL079C	1083	1056	1571	19.0065
YIL078W	2205	2178	86727	508.729
YIL077C	963	936	422	5.76005
YIL076W	891	864	5149	76.1376
YIL075C	2838	2811	19868	90.299
YIL074C	1410	1383	6969.9	64.3864
YIL073C	2928	2901	37	0.162946
YIL072W	1818	1791	42	0.299601
YIL071W-A	477	450	0	0
YIL071C	1335	1308	158	1.54326
YIL070C	801	774	4123	68.0553
YIL069C	408	381	65290.2	2189.34
YIL068W-A	384	357	5.50334	0.196946
YIL068C	2418	2391	1485.5	7.93747
YIL067C	2037	2010	542.084	3.44556
YIL066W-A	444	417	333.916	10.2304
YIL066C	2610	2583	462.687	2.28851
YIL065C	468	441	1507	43.6581
YIL064W	774	747	1542	26.3726
YIL063C	984	957	3349	44.7088
YIL062C	465	438	6267	182.8
YIL061C	903	876	764	11.1424
YIL060W	435	408	0	0
YIL059C	366	339	28	1.05523
YIL058W	285	258	7	0.346632
YIL057C	495	468	7	0.191092
YIL056W	1923	1896	977	6.58334
YIL055C	1884	1857	490	3.37112
YIL054W	318	291	2	0.0878065
YIL053W	753	726	98793.6	1738.53
YIL052C	366	339	73745.2	2779.23
YIL051C	438	411	41753	1297.88
YIL050W	858	831	1007	15.4817
YIL049W	762	735	411	7.14405
YIL048W	3456	3429	2174	8.09994
YIL047C-A	369	342	0	0
YIL047C	2709	2682	2965	14.1239
YIL046W-A	165	138	2	0.185157
YIL046W	1923	1896	1049	7.06849
YIL045W	1617	1590	576	4.62823
YIL044C	897	870	2712	39.8254
YIL043C	855	828	12893	198.936
YIL042C	1185	1158	389	4.29171
YIL041W	981	954	17956	240.465
YIL040W	417	390	1132	37.0827
YIL039W	1422	1395	4292	39.3075
YIL038C	2511	2484	6526	33.5649
YIL037C	1971	1944	56	0.368029
YIL036W	1764	1737	3031	22.2934
YIL035C	1119	1092	2668	31.2143
YIL034C	864	837	5158	78.731
YIL033C	1251	1224	5767	60.1947
YIL032C	357	330	0	0
YIL031W	3105	3078	581.651	2.41426
YIL030W-A	339	312	8.34921	0.341886
YIL030C	3960	3933	6429.01	20.8838
YIL029W-A	372	345	150.986	5.59122
YIL029C	429	402	1	0.0317807
YIL028W	399	372	5	0.171718
YIL027C	426	399	1919	61.4458
YIL026C	3453	3426	2700	10.0685
YIL025C	375	348	3	0.110137
YIL024C	570	543	80	1.88226
YIL023C	1041	1014	1120	14.1114
YIL022W	1296	1269	3910	39.3645
YIL021W	957	930	4395.22	60.3792
YIL021C-A	270	243	57.5714	3.02685
YIL020C-A	339	312	28.2081	1.15507
YIL020C	786	759	1954	32.8907
YIL019W	1041	1014	1501	18.9118
YIL018W	765	738	161155	2789.83
YIL017C	2766	2739	536	2.50013
YIL016W	480	453	1541	43.4605
YIL015W	1764	1737	13968	102.736
YIL014C-A	315	288	204	9.04956
YIL014W	1893	1866	1165	7.97635
YIL013C	4236	4209	122	0.370314
YIL012W	342	315	0	0
YIL011W	810	783	1432	23.3653
YIL010W	648	621	2389	49.149
YIL009C-A	546	519	569	14.0067
YIL009W	2085	2058	2759.35	17.1297
YIL008W	300	273	1691	79.1354
YIL007C	663	636	752	15.106
YIL006W	1122	1095	179	2.08847
YIL005W	2106	2079	3115	19.1423
YIL004C	429	402	1073	34.1007
YIL003W	882	855	919	13.7322
YIL002W-A	210	183	1396	97.4595
YIL002C	2841	2814	746	3.38692
YIL001W	1542	1515	619	5.21997
YIR001C	753	726	2226	39.1722
YIR002C	2982	2955	695	3.00481
YIR003W	2040	2013	3441	21.8389
YIR004W	1299	1272	3194	32.0802
YIR005W	447	420	305	9.2777
YIR006C	4443	4416	21686.3	62.7401
YIR007W	2295	2268	1198	6.74844
YIR008C	1230	1203	1515	16.0893
YIR009W	336	309	530	21.9133
YIR010W	1731	1704	1101.36	8.25754
YIR011C	960	933	1600	21.9093
YIR012W	1296	1269	8781	88.404
YIR013C	366	339	18	0.678364
YIR014W	729	702	171	3.11207
YIR015W	435	408	258	8.07885
YIR016W	798	771	27	0.447403
YIR017C	564	537	229	5.44817
YIR017W-A	600	573	0	0
YIR018W	738	711	629	11.3024
YIR018C-A	138	111	0	0
YIR019C	4104	4077	1	0.00313364
YIR020C	303	276	0	0
YIR020W-A	243	216	0	0
YIR020C-B	735	708	47.8171	0.862859
YIR021W	1092	1065	694.183	8.32749
YIR021W-A	213	186	0	0
YIR022W	504	477	2328	62.3526
YIR023W	2913	2886	1237.27	5.47717
YIR023C-A	324	297	3.49683	0.150421
YIR024C	651	624	407	8.33297
YIR025W	1107	1080	426	5.03936
YIR026C	1095	1068	2238	26.7719
YIR027C	1383	1356	50	0.471086
YIR028W	1908	1881	32	0.217346
YIR029W	1032	1005	45	0.572053
YIR030C	735	708	301	5.43154
YIR030W-A	384	357	0	0
YIR031C	1665	1638	51	0.397783
YIR032C	588	561	70	1.59413
YIR033W	3342	3315	3151	12.1438
YIR034C	1122	1095	5664	66.0844
YIR035C	765	738	1962	33.9651
YIR036C	792	765	2243.31	37.4643
YIR036W-A	402	375	56.6922	1.93144
YIR037W	492	465	11727	322.199
YIR038C	705	678	2119	39.9292
YIR039C	1614	1587	158	1.27195
YIR040C	333	306	0	0
YIR041W	375	348	8.19697	0.300929
YIR042C	711	684	59	1.10201
Q0010	387	360	0	0
Q0017	162	135	0	0
Q0032	291	264	0	0
Q0050	2505	2478	36.2115	0.186696
Q0055	2565	2538	24.8182	0.12493
Q0060	1248	1221	0	0
Q0065	1671	1644	20.0553	0.155853
Q0070	1893	1866	0	0
Q0045	1605	1578	18.915	0.153141
Q0075	1065	1038	7	0.086157
Q0080	147	120	1	0.106465
Q0085	780	753	35	0.593831
Q0092	141	114	0	0
Q0110	1272	1245	8.19111	0.084055
Q0115	1554	1527	5.64951	0.0472674
Q0120	1917	1890	3.08889	0.02088
Q0105	1158	1131	34.0705	0.384862
Q0130	231	204	24	1.50304
Q0140	1197	1170	3	0.0327586
Q0142	177	150	0	0
Q0143	153	126	0	0
Q0144	330	303	1	0.0421645
Q0160	708	681	0	0
Q0182	405	378	2	0.0675971
Q0250	756	729	11	0.192777
Q0255	1419	1392	3	0.0275342
Q0275	810	783	43	0.701611
Q0297	156	129	6	0.594226
YEL077C	3834	3807	24.5163	0.0822738
YEL077W-A	483	456	0	0
YEL076C-A	651	624	54.5477	1.11682
YEL076C	651	624	0	0
YEL075W-A	612	585	7.32809	0.160039
YEL075C	369	342	35.4656	1.32486
YEL074W	339	312	2	0.0818965
YEL073C	324	297	17	0.731278
YEL072W	696	669	45	0.859362
YEL071W	1491	1464	31441	274.375
YEL070W	1509	1482	52	0.448275
YEL069C	1695	1668	0	0
YEL068C	333	306	395	16.4917
YEL067C	588	561	7.18874	0.163712
YEL066W	540	513	2152.81	53.614
YEL065W	1887	1860	4803	32.9905
YEL064C	1443	1416	436	3.93381
YEL063C	1773	1746	4443	32.5104
YEL062W	1848	1821	401	2.81335
YEL061C	3003	2976	1268	5.44347
YEL060C	1908	1881	12215	82.9649
YEL059C-A	225	198	133	8.58176
YEL059W	309	282	0	0
YEL058W	1674	1647	7965	61.7848
YEL057C	702	675	23	0.435325
YEL056W	1206	1179	1481	16.0484
YEL055C	3069	3042	8627	36.2318
YEL054C	498	471	40624.3	1101.93
YEL053W-A	348	321	41499.5	1651.69
YEL053C	2202	2175	973	5.71536
YEL052W	1530	1503	1652	14.0424
YEL051W	771	744	14841	254.847
YEL050W-A	192	165	13.4693	1.04292
YEL050C	1182	1155	2025.53	22.4051
YEL049W	363	336	16.532	0.628602
YEL048C	459	432	560	16.5613
YEL047C	1413	1386	12750	117.527
YEL046C	1164	1137	34155	383.781
YEL045C	426	399	27	0.864531
YEL044W	501	474	2075	55.928
YEL043W	2871	2844	1439	6.46429
YEL042W	1557	1530	10722	89.5311
YEL041W	1488	1461	195	1.7052
YEL040W	1404	1377	19140.9	177.59
YEL039C	342	315	147.546	5.98419
YEL038W	684	657	2608	50.7145
YEL037C	1197	1170	16938	184.955
YEL036C	1503	1476	3076.33	26.6279
YEL035C	501	474	2	0.0539065
YEL034C-A	603	576	23437.4	519.848
YEL034W	474	447	149230	4265.19
YEL033W	420	393	9.00338	0.292686
YEL032W	2916	2889	3638	16.0881
YEL032C-A	162	135	302	28.58
YEL031W	3648	3621	25840	91.1704
YEL030C-A	315	288	0	0
YEL030W	1935	1908	55.0138	0.368369
YEL029C	939	912	767	10.7446
YEL028W	462	435	0	0
YEL027W	483	456	58759	1646.26
YEL026W	381	354	18703	674.991
YEL025C	3567	3540	456	1.6457
YEL024W	648	621	2410	49.581
YEL023C	2049	2022	4	0.0252737
YEL022W	4380	4353	4983	14.6249
YEL021W	804	777	23	0.378178
YEL020C-B	198	171	238.095	17.7887
YEL020W-A	264	237	1569.9	84.6281
YEL020C	1683	1656	597	4.60579
YEL019C	804	777	363	5.96864
YEL018C-A	534	507	29.7481	0.749621
YEL018W	840	813	635.252	9.98264
YEL017C-A	132	105	9407.47	1144.65
YEL017W	1014	987	2840	36.7613
YEL016C	1482	1455	378	3.31909
YEL015W	1656	1629	3667	28.7594
YEL014C	306	279	0	0
YEL013W	1737	1710	7037	52.5752
YEL012W	657	630	985	19.9749
YEL011W	2115	2088	684	4.18519
YEL010W	351	324	11.5237	0.4544
YEL009C-A	408	381	4.47625	0.1501
YEL009C	846	819	1808	28.2036
YEL008W	381	354	13.5208	0.487966
YEL008C-A	93	66	10.4792	2.02849
YEL007W	2001	1974	3958	25.6164
YEL006W	1008	981	668	8.69956
YEL005C	849	822	139	2.16039
YEL004W	1029	1002	478	6.09467
YEL003W	336	309	2212	91.4569
YEL002C	1293	1266	12180	122.915
YEL001C	678	651	5788	113.589
YER001W	2289	2262	4294	24.2527
YER002W	696	669	4652	88.8389
YER003C	1290	1263	21638	218.879
YER004W	696	669	3826	73.0649
YER005W	1893	1866	755	5.16922
YER006W	1563	1536	12076	100.443
YER006C-A	318	291	11.2053	0.491948
YER007W	1557	1530	251.795	2.10254
YER007C-A	546	519	6475	159.39
YER008C	4011	3984	2758	8.84433
YER009W	378	351	27334	994.915
YER010C	705	678	1295	24.4022
YER011W	765	738	9416.77	163.018
YER012W	597	570	5545	124.284
YER013W	3438	3411	1354	5.07139
YER014W	1620	1593	1463	11.7333
YER014C-A	462	435	0	0
YER015W	2235	2208	246	1.4234
YER016W	1035	1008	1821	23.0802
YER017C	2286	2259	1753	9.91415
YER018C	666	639	777	15.535
YER019W	1434	1407	2200	19.9765
YER019C-A	267	240	5203	276.97
YER020W	1350	1323	1742	16.822
YER021W	1572	1545	10937	90.4398
YER022W	2064	2037	2125	13.3278
YER023W	861	834	18637.6	285.505
YER023C-A	213	186	271.417	18.6429
YER024W	2772	2745	84	0.390955
YER025W	1584	1557	33205	272.461
YER026C	831	804	7004	111.296
YER027C	1254	1227	5970	62.1612
YER028C	1185	1158	516	5.69287
YER029C	591	564	1101	24.9401
YER030W	462	435	4692	137.803
YER031C	672	645	5388	106.723
YER032W	2631	2604	1629	7.99227
YER033C	3231	3204	466.621	1.86064
YER034W	558	531	934	22.472
YER035W	438	411	2067	64.2523
YER036C	1833	1806	32147	227.412
YER037W	966	939	1162	15.8099
YER038C	1395	1368	229	2.13865
YER038W-A	381	354	10	0.3609
YER039C	750	723	0	0
YER039C-A	219	192	61	4.05899
YER040W	2193	2166	1086	6.40562
YER041W	2280	2253	193	1.09442
YER042W	555	528	4225	102.231
YER043C	1350	1323	95840	925.501
YER044C	447	420	2442	74.2824
YER044C-A	1227	1200	1	0.0106465
YER045C	1470	1443	503	4.4534
YER046W	432	405	114	3.59617
YER046W-A	330	303	1.61508	0.0680992
YER047C	2694	2667	933.385	4.47124
YER048C	1176	1149	9785	108.8
YER048W-A	285	258	1374	68.0388
YER049W	1935	1908	8680	58.1207
YER050C	417	390	1577	51.6603
YER051W	1479	1452	359	3.15877
YER052C	1584	1557	9499	77.9433
YER053C	903	876	465	6.7817
YER053C-A	114	87	38	5.58026
YER054C	1647	1620	56	0.441634
YER055C	894	867	15255	224.793
YER056C	1602	1575	15840.5	128.493
YER056C-A	366	339	59742.8	2251.52
YER057C	390	363	8192	288.319
YER058W	324	297	387	16.6473
YER059W	1263	1236	1363	14.0886
YER060W	1587	1560	724.798	5.93584
YER060W-A	1593	1566	38.6618	0.315414
YER061C	1329	1302	627	6.15243
YER062C	753	726	8009.45	140.947
YER063W	657	630	5025	101.903
YER064C	1518	1491	5587	47.873
YER065C	1674	1647	75	0.581778
YER066W	558	531	0	0
YER066C-A	501	474	29.2285	0.787804
YER067W	486	459	480.717	13.3803
YER067C-A	324	297	133.055	5.72352
YER068W	1764	1737	4613	33.9292
YER068C-A	432	405	12.0849	0.381223
YER069W	2592	2565	1023.92	5.09996
YER070W	2667	2640	22754.3	110.116
YER071C	381	354	646	23.3141
YER072W	390	363	35238	1240.21
YER073W	1563	1536	12033	100.086
YER074W	408	381	121735	4082.06
YER074W-A	258	231	2503	138.433
YER075C	2787	2760	988.307	4.5748
YER076C	909	882	216.666	3.13842
YER076W-A	348	321	30.3345	1.20732
YER077C	2067	2040	511	3.20023
YER078C	1536	1509	796	6.73928
YER078W-A	165	138	1	0.0925786
YER079W	633	606	843	17.7723
YER079C-A	339	312	439.926	18.0142
YER080W	1884	1857	4975.07	34.2277
YER081W	1410	1383	575.095	5.3126
YER082C	1665	1638	3743	29.1941
YER083C	858	831	4897	75.2868
YER084W	387	360	27	0.958189
YER084W-A	513	486	3.99999	0.105151
YER085C	522	495	8.95546e-06	2.31139e-07
YER086W	1731	1704	12908	96.7786
YER087W	1731	1704	943.915	7.07706
YER087C-A	552	525	8.08547	0.19676
YER087C-B	249	222	5907	339.941
YER088C	2013	1986	5417	34.8473
YER088C-A	324	297	2.5348	0.109038
YER088W-B	147	120	141.444	15.0589
YER089C	1395	1368	5903.02	55.1287
YER090W	1524	1497	13888	118.524
YER090C-A	90	63	0.0106874	0.00216731
YER091C	2304	2277	70973	398.217
YER091C-A	222	195	0	0
YER092W	378	351	1471	53.5421
YER093C	4293	4266	836	2.50366
YER093C-A	414	387	233	7.69192
YER094C	618	591	10620	229.576
YER095W	1203	1176	3119	33.8842
YER096W	1539	1512	97	0.819615
YER097W	330	303	2	0.084329
YER098W	2265	2238	218	1.24448
YER099C	957	930	2329	31.9946
YER100W	753	726	4343	76.4263
YER101C	1293	1266	861	8.68879
YER102W	603	576	103644	2298.85
YER103W	1929	1902	2205	14.8111
YER104W	627	600	504	10.7317
YER105C	4176	4149	4598	14.1584
YER106W	909	882	12	0.173821
YER107C	1098	1071	2838.48	33.8599
YER107W-A	321	294	38.5196	1.67388
YER109C	2400	2373	453.192	2.43991
YER110C	3342	3315	63658	245.335
YER111C	3282	3255	1654.02	6.49202
YER112W	564	537	2273	54.0773
YER113C	2121	2094	1204	7.34581
YER114C	3123	3096	5568	22.9767
YER115C	576	549	142	3.3045
YER116C	825	798	455	7.28448
YER117W	414	387	105409	3479.83
YER118C	1104	1077	2881	34.1757
YER119C	1347	1320	1949	18.8637
YER119C-A	372	345	144.801	5.36217
YER120W	735	708	24005.2	433.173
YER121W	345	318	34	1.36597
YER122C	1482	1455	10602	93.0925
YER123W	1575	1548	1644	13.5682
YER124C	1722	1695	10338	77.9214
YER125W	2430	2403	12765	67.8667
YER126C	786	759	5483	92.2925
YER127W	1074	1047	3634	44.3433
YER128W	612	585	476	10.3954
YER129W	3429	3402	906	3.40239
YER130C	1332	1305	960	9.39833
YER131W	360	333	40766.8	1564.06
YER132C	5262	5235	808	1.9719
YER133W	939	912	12736	178.414
YER133W-A	342	315	58.1741	2.35944
YER134C	537	510	1209.83	30.307
YER135C	393	366	5	0.174533
YER136W	1356	1329	10966	105.418
YER137C	447	420	132.062	4.01714
YER137W-A	306	279	44.9384	2.0578
YER138C	5268	5241	44945.4	109.562
YER137C-A	1323	1296	20797.5	205.02
YER138W-A	105	78	23.5065	3.8502
YER139C	681	654	600	11.721
YER140W	1671	1644	462	3.59029
YER141W	1461	1434	3750	33.4096
YER142C	891	864	619	9.15307
YER143W	1287	1260	2760	27.9852
YER144C	2418	2391	664	3.54796
YER145C	1215	1188	13538	145.589
YER145C-A	438	411	336.46	10.4588
YER146W	282	255	3149.54	157.796
YER147C	1875	1848	639	4.41762
YER147C-A	411	384	266.62	8.87056
YER148W	723	696	5478.38	100.562
YER148W-A	579	552	54.5303	1.26208
YER149C	1263	1236	1281.47	13.2458
YER150W	447	420	276	8.39556
YER151C	2739	2712	5877	27.6857
YER152C	1332	1305	1486.64	14.5541
YER152W-A	567	540	394.355	9.33005
YER153C	765	738	225	3.89508
YER154W	1209	1182	1820	19.6718
YER155C	6504	6477	6416.67	12.6568
YER156C	1017	990	6363	82.1139
YER157W	2406	2379	1777	9.54295
YER158C	1722	1695	542	4.08526
YER158W-A	216	189	25.9393	1.75342
YER159C	429	402	1784.06	56.6987
YER160C	5268	5241	3464.91	8.44633
YER159C-A	1323	1296	726.73	7.16404
YER161C	1002	975	1275	16.7069
YER162C	2265	2238	676	3.85901
YER163C	699	672	836	15.8938
YER164W	4407	4380	6074	17.717
YER165W	1734	1707	153916	1151.97
YER165C-A	357	330	54.8735	2.12441
YER166W	4716	4689	4702.13	12.8116
YER167W	2556	2529	1806	9.12344
YER168C	1641	1614	2488	19.6941
YER169W	2391	2364	1355	7.32287
YER170W	678	651	820	16.0925
YER171W	2337	2310	1499	8.29048
YER172C	6492	6465	3643	7.19914
YER172C-A	381	354	29.9287	1.08013
YER173W	1980	1953	221.071	1.44617
YER174C	735	708	1401	25.281
YER175C	900	873	644	9.42457
YER175W-A	165	138	0	0
YER176W	3366	3339	2435	9.31692
YER177W	804	777	77842	1279.92
YER178W	1263	1236	50063	517.474
YER179W	1005	978	65	0.849111
YER180C	804	777	4	0.0657701
YER180C-A	258	231	396	21.9015
YER181C	324	297	0	0
YER182W	735	708	831	14.9954
YER183C	636	609	1050	22.0273
YER184C	2385	2358	96	0.520136
YER185W	912	885	34	0.490824
YER186C	921	894	15	0.21436
YER187W	426	399	2	0.0640393
YER188W	720	693	22	0.405583
YER188C-A	300	273	1	0.046798
YER189W	369	342	0	0
YER190W	5046	5019	2.08333e-08	5.30311e-11
YER190C-A	576	549	0	0
YER190C-B	483	456	0	0
YFL068W	483	456	0	0
YFL067W	528	501	0	0
YFL066C	1179	1152	0	0
YFL065C	309	282	0.117599	0.00532777
YFL064C	525	498	5.24587	0.134579
YFL063W	456	429	2	0.0595611
YFL062W	1140	1113	0	0
YFL061W	678	651	8	0.157
YFL060C	669	642	33.4286	0.665231
YFL059W	897	870	223.65	3.28428
YFL058W	1023	996	7.6756	0.0984561
YFL057C	459	432	3.53205	0.104456
YFL056C	639	612	17.8309	0.37223
YFL055W	1677	1650	75	0.58072
YFL054C	1941	1914	153	1.02127
YFL053W	1776	1749	8	0.0584373
YFL052W	1398	1371	20	0.186373
YFL051C	483	456	1	0.0280172
YFL050C	2577	2550	3.06048	0.0153334
YFL049W	1872	1845	1154	7.99096
YFL048C	1338	1311	5062	49.3298
YFL047W	2145	2118	1663	10.0313
YFL046W	624	597	733	15.6863
YFL045C	765	738	49037	848.902
YFL044C	906	879	1900	27.6156
YFL042C	2025	1998	1487	9.50835
YFL041W-A	192	165	0	0
YFL041W	1869	1842	4213	29.2208
YFL040W	1623	1596	17	0.136084
YFL039C	1128	1101	228329	2649.5
YFL038C	621	594	19656	422.764
YFL037W	1374	1347	26619	252.472
YFL036W	4056	4029	3228	10.2359
YFL034C-B	864	837	1573	24.01
YFL034C-A	369	342	5457	203.853
YFL034W	3222	3195	1624	6.49389
YFL033C	5313	5286	1500	3.62538
YFL032W	321	294	0	0
YFL031W	717	690	956	17.701
YFL031C-A	102	75	2	0.340689
YFL030W	1158	1131	94	1.06183
YFL029C	1107	1080	647	7.65368
YFL028C	870	843	1449	21.9599
YFL027C	1494	1467	495	4.31087
YFL026W	1296	1269	14661	147.602
YFL025C	3090	3063	973	4.05841
YFL024C	2499	2472	896.464	4.63312
YFL023W	2391	2364	2414	13.0461
YFL022C	1512	1485	32680	281.155
YFL021C-A	855	828	4.03118	0.0622002
YFL021W	1533	1506	1593.97	13.5221
YFL020C	369	342	67.3786	2.51701
YFL019C	354	327	1	0.0390699
YFL018C	1500	1473	18929	164.178
YFL017W-A	234	207	1372	84.6786
YFL017C	480	453	1643	46.3371
YFL016C	1536	1509	3143	26.61
YFL015W-A	318	291	0	0
YFL015C	495	468	1	0.0272988
YFL014W	330	303	530	22.3472
YFL013W-A	804	777	17.9391	0.294964
YFL013C	2079	2052	2019.08	12.5709
YFL012W-A	375	348	13.9826	0.513331
YFL012W	447	420	11	0.334606
YFL011W	1641	1614	7	0.0554095
YFL010W-A	285	258	424.304	21.011
YFL010C	636	609	17635.7	369.969
YFL009W	2340	2313	3034	16.7583
YFL008W	3678	3651	3198	11.1907
YFL007W	6432	6405	6134	12.2353
YFL005W	648	621	8549	175.879
YFL004W	2487	2460	19555	101.558
YFL003C	2637	2610	35	0.171324
YFL002W-B	1317	1290	2069.53	20.4961
YFL002W-A	5313	5286	1012.77	2.4478
YFL002C	1821	1794	2129	15.1615
YFL001W	1329	1302	1084	10.6367
YFR001W	615	588	1936	42.0647
YFR002W	2520	2493	4248	21.7697
YFR003C	468	441	2050	59.3889
YFR004W	921	894	9001	128.63
YFR005C	1347	1320	1307	12.65
YFR006W	1608	1581	6445	52.0812
YFR007W	1062	1035	536	6.61629
YFR008W	666	639	484.879	9.69443
YFR009W	2259	2232	13359	76.4662
YFR009W-A	258	231	0	0
YFR010W	1500	1473	8973	77.826
YFR010W-A	189	162	32.3291	2.54957
YFR011C	513	486	1320.67	34.7175
YFR012W	609	582	11	0.241468
YFR012W-A	87	60	0	0
YFR013W	2364	2337	2523	13.7927
YFR014C	1341	1314	1267	12.3189
YFR015C	2127	2100	959	5.8343
YFR016C	3702	3675	4010.91	13.9436
YFR017C	588	561	184	4.1903
YFR018C	1092	1065	1457	17.4783
YFR019W	6837	6810	2001	3.75396
YFR020W	699	672	246	4.67687
YFR021W	1503	1476	1537	13.3038
YFR022W	2202	2175	180	1.05731
YFR023W	1836	1809	7	0.0494367
YFR024C-A	1380	1353	8320	78.5625
YFR025C	1008	981	1413	18.4019
YFR026C	510	483	1	0.026451
YFR027W	846	819	410	6.39572
YFR028C	1656	1629	2495	19.5677
YFR029W	2037	2010	626	3.97895
YFR030W	3108	3081	2382	9.87734
YFR031C	3513	3486	889	3.2581
YFR031C-A	765	738	105302	1822.93
YFR032C	870	843	33	0.500122
YFR032C-A	180	153	76063	6351.43
YFR032C-B	264	237	8	0.431252
YFR033C	444	417	1190	36.4587
YFR034C	939	912	2959	41.4515
YFR034W-A	288	261	0	0
YFR035C	345	318	460	18.4808
YFR036W	375	348	582.842	21.3974
YFR036W-A	651	624	187.248	3.83374
YFR037C	1674	1647	7224.75	56.0427
YFR038W	2562	2535	1609	8.10901
YFR039C	1533	1506	1582	13.4206
YFR040W	3009	2982	2628.87	11.2629
YFR041C	888	861	2210	32.7928
YFR042W	603	576	780	17.3006
YFR043C	714	687	419	7.79197
YFR044C	1446	1419	35721	321.611
YFR045W	930	903	513	7.25804
YFR046C	1086	1059	365	4.40339
YFR047C	888	861	3516	52.1718
YFR048W	1989	1962	1090	7.09769
YFR049W	372	345	2396	88.7273
YFR050C	801	774	8318	137.299
YFR051C	1641	1614	10009	79.2277
YFR052W	825	798	8772	140.438
YFR052C-A	306	279	44.4544	2.03564
YFR053C	1458	1431	7674.55	68.5177
YFR054C	579	552	1	0.0231447
YFR056C	369	342	509.652	19.0387
YFR055W	1023	996	3324.35	42.6419
YFR057W	456	429	0	0
YGL263W	1143	1116	65	0.744113
YGL262W	528	501	0	0
YGL261C	363	336	0	0
YGL260W	231	204	0	0
YGL259W	498	471	0	0
YGL258W-A	234	207	0	0
YGL258W	621	594	14.8235	0.318827
YGL257C	1677	1650	882	6.82927
YGL256W	1149	1122	786	8.94993
YGL255W	1131	1104	758	8.77182
YGL254W	900	873	829	12.1319
YGL253W	1461	1434	125385	1117.09
YGL252C	1767	1740	2736	20.0889
YGL251C	3564	3537	74	0.267292
YGL250W	726	699	340	6.21429
YGL249W	2115	2088	22	0.134611
YGL248W	1110	1083	757	8.93012
YGL247W	594	567	226	5.09231
YGL246C	1164	1137	1373	15.4277
YGL245W	2127	2100	107854	656.155
YGL244W	1677	1650	7415	57.4139
YGL243W	1203	1176	331	3.59592
YGL242C	546	519	3831	94.305
YGL241W	3015	2988	2297	9.82133
YGL240W	753	726	243	4.27621
YGL239C	315	288	22.9451	1.01786
YGL238W	2883	2856	7066.05	31.6088
YGL237C	798	771	924.653	15.322
YGL236C	2010	1983	437.301	2.81739
YGL235W	537	510	155.699	3.90038
YGL234W	2409	2382	35284	189.246
YGL233W	2733	2706	1848	8.72497
YGL232W	870	843	2827	42.8438
YGL231C	573	546	3099	72.5135
YGL230C	444	417	34	1.04168
YGL229C	2457	2430	318	1.6719
YGL228W	1734	1707	5792	43.3496
YGL227W	2877	2850	1148.14	5.14683
YGL226C-A	261	234	1589	86.7557
YGL226W	372	345	550	20.3673
YGL225W	1014	987	19312	249.977
YGL224C	843	816	1263	19.7744
YGL223C	1254	1227	1476	15.3685
YGL222C	528	501	1821	46.4368
YGL221C	867	840	4502	68.4725
YGL220W	363	336	2212	84.1077
YGL219C	1380	1353	662.448	6.25524
YGL218W	651	624	442.552	9.06086
YGL217C	342	315	25.8241	1.04738
YGL216W	2418	2391	1109.18	5.92667
YGL215W	1359	1332	2167	20.7847
YGL214W	486	459	52.1042	1.45027
YGL213C	1194	1167	3036.9	33.2467
YGL212W	951	924	1134	15.6795
YGL211W	1080	1053	1048	12.7152
YGL210W	669	642	1122	22.3279
YGL209W	1149	1122	1531	17.433
YGL208W	1248	1221	1044	10.9238
YGL207W	3108	3081	18027	74.7518
YGL206C	4962	4935	52919	136.998
YGL205W	2247	2220	19	0.109343
YGL204C	306	279	287	13.1422
YGL203C	2190	2163	4126	24.3704
YGL202W	1503	1476	27506	238.084
YGL201C	3054	3027	4071.63	17.1848
YGL200C	612	585	9018	196.945
YGL199C	471	444	563.455	16.2131
YGL198W	708	681	2364.55	44.3599
YGL197W	4464	4437	1981	5.70407
YGL196W	1287	1260	1493	15.1384
YGL195W	8019	7992	39172	62.6196
YGL194C-A	243	216	317	18.7497
YGL194C	1359	1332	1363	13.0732
YGL193C	312	285	1	0.0448275
YGL192W	1803	1776	25	0.17984
YGL191W	390	363	5109	179.812
YGL190C	1581	1554	1717	14.1159
YGL189C	360	333	100523	3856.66
YGL188C-A	141	114	33	3.69827
YGL188C	174	147	0	0
YGL187C	468	441	3860	111.825
YGL186C	1740	1713	3434	25.6114
YGL185C	1140	1113	677	7.77111
YGL184C	1398	1371	344	3.20561
YGL183C	660	633	4	0.0807321
